City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,dolinsk,47.35,142.8,2.07,80,58,5.29,RU,1700375680
363,luanco,43.6152,-5.7934,14.45,90,48,1.86,ES,1700375680
364,marsabit,2.3284,37.9899,17.62,94,100,5.22,KE,1700375680
365,bauang,16.5,120.3667,27.28,74,50,3.03,PH,1700375681
366,wanxian,30.8039,108.3897,19.72,49,0,0.38,CN,1700375681
367,naze,28.3667,129.4833,17.51,60,99,4.4,JP,1700375423
368,kitimat,54.0524,-128.6534,5.38,64,100,0.49,CA,1700375682
369,lubao,14.9167,120.55,32.04,55,24,4.3,PH,1700375682
370,storm lake,42.6411,-95.2097,5.12,60,0,1.54,US,1700375683
371,tavda,58.0425,65.2726,-9.06,82,97,3.58,RU,1700375683
372,mejit,10.2753,170.8646,28.06,75,3,7.45,MH,1700375683
373,rabaul,-4.1967,152.1721,28.68,76,0,5.06,PG,1700375684
374,nantucket,41.2835,-70.0995,4.06,71,0,7.2,US,1700375684
375,hilo,19.7297,-155.09,22.85,84,100,1.54,US,1700375684
376,chonchi,-42.6128,-73.8092,9.51,98,67,1.03,CL,1700375684
377,tucurui,-3.7661,-49.6725,26.26,71,68,1.09,BR,1700375685
378,aleg,17.0481,-13.9209,27.32,19,100,1.81,MR,1700375685
379,sfizef,35.2346,-0.2444,8.72,40,0,2.02,DZ,1700375685
380,smithers,54.7804,-127.1743,3.18,100,100,0.0,CA,1700375686
381,boende,-0.2167,20.8667,24.28,95,100,0.35,CD,1700375686
382,konya,38.1667,32.5,1.71,62,5,2.93,TR,1700375687
383,adam,22.3756,57.5233,27.0,47,0,2.38,OM,1700375539
384,kapuskasing,49.4169,-82.4331,-4.95,93,100,5.14,CA,1700375687
385,bandar abbas,27.1865,56.2808,28.99,58,4,1.03,IR,1700375688
386,fort st. john,56.2499,-120.8529,3.94,75,75,2.06,CA,1700375688
387,rawson,-43.3002,-65.1023,12.03,56,2,10.33,AR,1700375689
388,lompoc,34.6391,-120.4579,15.43,88,100,4.02,US,1700375690
389,meleuz,52.9667,55.9167,-3.67,46,0,1.9,RU,1700375690
390,mount pleasant,32.7941,-79.8626,16.22,93,0,2.57,US,1700375690
391,kalifornsky,60.4183,-151.29,-21.83,84,0,1.54,US,1700375691
392,la ronge,55.1001,-105.2842,3.14,87,75,3.6,CA,1700375691
393,tranqueras,-31.2,-55.75,9.91,72,0,1.09,UY,1700375691
394,waingapu,-9.6567,120.2641,31.25,60,26,5.14,ID,1700375692
395,mitu,1.1983,-70.1733,22.73,98,78,0.64,CO,1700375412
396,banda aceh,5.5577,95.3222,29.36,71,88,3.02,ID,1700375692
397,suva,-18.1416,178.4415,25.71,78,40,3.09,FJ,1700375693
398,kill devil hills,36.0307,-75.676,12.77,59,0,7.2,US,1700375693
399,hun,29.1268,15.9477,15.57,71,0,4.16,LY,1700375693
400,xinqing,48.2333,129.5,-3.89,81,98,4.14,CN,1700375693
401,krishnarajpet,12.655,76.4883,27.65,55,100,4.88,IN,1700375694
402,tigaon,13.6331,123.4968,24.82,93,100,3.2,PH,1700375694
403,vadso,70.0744,29.7487,-7.91,86,75,5.14,NO,1700375695
404,yeraliyev,43.2,51.65,12.02,46,100,10.82,KZ,1700375695
405,khvoynaya,58.9,34.5333,-7.38,92,100,1.75,RU,1700375696
406,westport,41.1415,-73.3579,5.42,64,0,1.54,US,1700375696
407,porto novo,6.4965,2.6036,26.9,84,100,1.9,BJ,1700375696
408,suda,59.1525,37.5582,-6.94,90,100,2.38,RU,1700375696
409,gobabis,-22.45,18.9667,25.45,26,100,2.88,NA,1700375697
410,bani walid,31.7566,13.9942,17.32,61,98,5.17,LY,1700375697
411,kurmuk,10.55,34.2833,28.54,59,96,1.32,SD,1700375698
412,st. john's,47.5649,-52.7093,12.04,95,100,12.86,CA,1700375698
413,kangding,30.0513,101.9603,13.86,36,93,1.67,CN,1700375698
414,arenal,8.4593,-73.9433,23.49,98,100,0.88,CO,1700375699
415,sinabang,2.4803,96.3801,27.93,79,98,1.79,ID,1700375699
416,qamdo,31.1667,97.2333,4.01,15,0,3.62,CN,1700375699
417,puerto pilon,9.3644,-79.7933,25.45,89,94,0.84,PA,1700375699
418,barentu,15.1139,37.5928,27.25,54,100,0.69,ER,1700375700
419,mirganj,28.55,79.2,26.59,33,0,3.23,IN,1700375412
420,mariental,-24.6333,17.9667,28.03,17,91,3.54,NA,1700375414
421,kralendijk,12.15,-68.2667,27.99,89,100,4.63,BQ,1700375701
422,floro,61.5996,5.0328,5.98,45,100,7.2,NO,1700375701
423,taco pozo,-25.6167,-63.2833,21.27,70,0,2.38,AR,1700375702
424,dhidhdhoo,6.8833,73.1,28.07,72,100,1.33,MV,1700375497
425,tralee,52.2704,-9.7026,12.27,92,100,9.79,IE,1700375703
426,remire-montjoly,4.9167,-52.2667,26.02,94,40,0.51,GF,1700375703
427,wafangdian,39.6183,122.0081,8.08,49,0,6.68,CN,1700375704
428,karukh,34.4811,62.5863,16.26,40,0,1.76,AF,1700375705
429,port saint john's,-31.6229,29.5448,26.05,67,4,4.34,ZA,1700375705
430,nouadhibou,20.931,-17.0347,21.99,43,0,4.63,MR,1700375588
431,timbuktu,16.7735,-3.0074,24.32,17,100,3.89,ML,1700375706
432,guntakal junction,15.1667,77.3833,29.65,48,100,5.4,IN,1700375706
433,bardai,11.65,7.2333,21.47,24,100,6.03,NG,1700375707
434,orita eruwa,7.55,3.4333,25.34,85,100,1.32,NG,1700375707
435,constantia,44.1833,28.65,2.61,85,100,17.27,RO,1700375707
436,valozhyn,54.0909,26.5225,-0.86,93,100,2.75,BY,1700375708
437,punta cana,18.5818,-68.4043,22.87,100,100,2.57,DO,1700375708
438,midland,31.9974,-102.0779,13.78,92,100,4.63,US,1700375709
439,hasaki,35.7333,140.8333,19.22,46,100,5.22,JP,1700375709
440,arteche,12.2645,125.4048,26.83,89,100,6.06,PH,1700375710
441,itatinga,-23.1017,-48.6158,22.68,62,100,1.38,BR,1700375710
442,nefteyugansk,61.0998,72.6035,-16.69,95,100,4.02,RU,1700375711
443,kuvshinovo,57.0295,34.1725,-8.26,89,100,1.7,RU,1700375711
444,kruisfontein,-34.0033,24.7314,23.55,40,100,1.29,ZA,1700375711
445,waajid,3.8096,43.2463,25.46,79,100,4.99,SO,1700375712
446,ponta delgada,37.7333,-25.6667,17.88,72,20,7.72,PT,1700375662
447,zhezqazghan,47.7833,67.7667,1.32,80,75,4.0,KZ,1700375712
448,volksrust,-27.3654,29.8818,27.38,30,4,1.02,ZA,1700375713
449,muromtsevo,56.3724,75.2418,-7.23,79,47,4.75,RU,1700375713
450,necocli,8.4234,-76.786,24.8,93,100,3.46,CO,1700375713
451,illizi,26.4833,8.4667,11.89,31,0,2.6,DZ,1700375713
452,alice springs,-23.7,133.8833,28.75,48,75,2.57,AU,1700375714
453,mwinilunga,-11.7358,24.4293,26.15,51,100,1.3,ZM,1700375714
454,chililabombwe,-12.3648,27.8229,27.0,43,69,3.77,ZM,1700375715
455,port blair,11.6667,92.75,30.02,74,40,4.12,IN,1700375715
456,aromashevo,56.8602,68.6375,-5.98,69,27,5.69,RU,1700375716
457,heze,35.2431,115.4411,18.49,20,0,3.6,CN,1700375668
458,klaksvik,62.2266,-6.589,8.51,91,100,15.45,FO,1700375716
459,senillosa,-39.0,-68.4167,12.88,53,3,8.04,AR,1700375717
460,homer,59.6425,-151.5483,-3.07,64,0,0.0,US,1700375717
461,livingston,55.9029,-3.5226,10.07,87,75,6.17,GB,1700375718
462,tallinn,59.437,24.7535,-1.7,74,100,2.57,EE,1700375205
463,dalbandin,28.8947,64.4101,22.67,31,0,3.24,PK,1700375718
464,jinchang,38.4953,102.1739,12.08,11,0,1.62,CN,1700375718
465,funafuti,-8.5243,179.1942,30.0,84,75,5.66,TV,1700375718
466,kudahuvadhoo,2.6708,72.8944,28.21,74,83,3.09,MV,1700375719
467,mongoumba,3.6415,18.5936,23.93,92,100,1.83,CF,1700375719
468,ad dilam,23.9915,47.1627,23.23,42,3,5.31,SA,1700375719
469,milazzo,38.2212,15.2383,17.77,65,5,1.79,IT,1700375720
470,yilan,24.757,121.753,23.92,54,9,2.18,TW,1700375067
471,luau,-10.7073,22.2247,20.7,89,100,1.93,AO,1700375720
472,san pedro,14.35,121.0167,31.57,66,40,4.92,PH,1700375562
473,maintirano,-18.0667,44.0167,31.96,49,100,3.54,MG,1700375721
474,gao,16.6362,1.637,21.92,19,25,5.91,ML,1700375721
475,dzilam gonzalez,21.2833,-88.9333,21.41,93,9,0.48,MX,1700375722
476,valparaiso,-33.0393,-71.6273,10.8,87,0,1.03,CL,1700375722
477,nozhay-yurt,43.0933,46.3786,11.71,63,86,0.39,RU,1700375722
478,huancabamba,-5.2386,-79.4506,14.7,94,98,1.22,PE,1700375722
479,susuman,62.7833,148.1667,-27.55,99,94,1.26,RU,1700375723
480,lazaro cardenas,17.9583,-102.2,25.73,89,28,1.91,MX,1700375723
481,taro,-8.3862,115.28,26.03,66,70,2.23,ID,1700375723
482,san isidro,-12.1167,-77.05,18.34,85,0,2.57,PE,1700375724
483,al hada,21.3675,40.2869,17.66,65,68,3.85,SA,1700375724
484,narvik,68.4384,17.4272,-1.77,90,98,0.96,NO,1700375724
485,daru,-9.0763,143.2092,28.18,72,71,5.59,PG,1700375725
486,christchurch,-43.5333,172.6333,16.97,72,75,4.12,NZ,1700375265
487,el granada,37.5027,-122.4694,14.64,85,75,11.32,US,1700375726
488,sisimiut,66.9395,-53.6735,-1.07,83,98,12.05,GL,1700375727
489,sittwe,20.15,92.9,27.82,73,100,1.91,MM,1700375727
490,yarmouth,41.7057,-70.2286,4.98,74,0,9.83,US,1700375728
491,ipatovo,45.7181,42.9036,5.84,75,100,9.99,RU,1700375728
492,blendecques,50.7184,2.286,13.36,83,16,9.1,FR,1700375728
493,natal,-5.795,-35.2094,26.36,83,40,2.57,BR,1700375729
494,sambava,-14.2667,50.1667,27.6,71,53,5.69,MG,1700375729
495,shimoda,34.6667,138.95,17.2,66,100,9.04,JP,1700375481
496,hotan,37.0997,79.9269,11.09,14,79,1.92,CN,1700375729
497,ejea de los caballeros,42.1263,-1.1372,5.12,69,15,1.42,ES,1700375730
498,savanna-la-mar,18.219,-78.1332,27.74,82,54,1.34,JM,1700375730
499,springbok,-29.6643,17.8865,21.53,27,79,1.68,ZA,1700375730
500,great falls,47.5002,-111.3008,7.45,63,0,5.66,US,1700375731
501,zhaqsy,51.9083,67.3133,-4.81,54,5,3.96,KZ,1700375731
502,derazhnya,49.2692,27.4338,-1.89,74,7,4.24,UA,1700375731
503,matelandia,-25.2408,-53.9964,18.03,97,99,1.61,BR,1700375731
504,ara nova,41.9273,12.2397,13.42,81,20,2.57,IT,1700375732
505,fort mcmurray,56.7268,-111.381,-0.23,93,100,1.03,CA,1700375732
506,nzerekore,7.7562,-8.8179,20.92,99,100,0.2,GN,1700375732
507,palmas,-10.2128,-48.3603,23.93,100,20,2.06,BR,1700375733
508,baruun-urt,46.6806,113.2792,-4.37,86,8,3.45,MN,1700375733
509,palangkaraya,-2.2,113.8333,30.74,66,93,0.29,ID,1700375473
510,wynyard,-41.0,145.7167,19.51,54,17,4.72,AU,1700375733
511,sao joao da barra,-21.6403,-41.0511,23.53,88,23,5.37,BR,1700375734
512,mudon,16.2578,97.7164,29.47,58,54,2.83,MM,1700375734
513,monett,36.929,-93.9277,9.39,68,0,3.09,US,1700375734
514,villa gesell,-37.2639,-56.973,8.36,58,0,5.16,AR,1700375735
515,amga,60.8953,131.9608,-23.13,100,100,0.97,RU,1700375735
516,fomboni,-12.28,43.7425,27.92,79,12,4.25,KM,1700375736
517,xilin hot,43.9667,116.0333,0.35,70,0,3.07,CN,1700375550
518,xining,36.6167,101.7667,9.03,18,0,1.17,CN,1700375736
519,choibalsan,48.0667,114.5,-3.48,86,11,2.57,MN,1700375737
520,sogndal,61.2283,7.1003,0.21,63,100,4.63,NO,1700375737
521,villa dolores,-31.9459,-65.1896,16.11,33,10,0.49,AR,1700375738
522,namdrik,5.5994,168.1028,28.65,77,5,5.58,MH,1700375738
523,olyokminsk,60.3736,120.4264,-8.78,98,100,1.57,RU,1700375738
524,namibe,-15.1961,12.1522,26.06,64,93,2.63,AO,1700375738
525,cole harbour,44.6724,-63.4751,6.71,91,100,9.26,CA,1700375739
526,manta,-0.95,-80.7333,23.88,83,100,4.12,EC,1700375739
527,huittinen,61.1833,22.7,-5.54,97,15,1.61,FI,1700375740
528,iquique,-20.2208,-70.1431,18.02,72,2,0.52,CL,1700375740
529,tambopata,-12.7333,-69.1833,27.52,62,100,1.81,PE,1700375740
530,moron,-34.6534,-58.6198,16.86,53,0,2.24,AR,1700375741
531,chernyshevskiy,63.0128,112.4714,-6.59,96,100,2.62,RU,1700375741
532,acarau,-2.8856,-40.12,26.42,80,65,5.4,BR,1700375679
533,zambezi,-13.5432,23.1047,29.75,37,100,2.22,ZM,1700375741
534,quellon,-43.1167,-73.6167,7.93,93,85,2.88,CL,1700375742
535,naberera,-4.2,36.9333,21.34,66,82,3.65,TZ,1700375742
536,beyneu,45.3167,55.2,9.04,61,99,6.75,KZ,1700375742
537,santa terezinha,-29.9002,-50.0904,18.2,84,100,5.0,BR,1700375742
538,usinsk,65.9939,57.5281,-12.18,96,95,4.02,RU,1700375743
539,shubarshi,48.5872,57.1869,0.43,46,2,3.12,KZ,1700375743
540,knysna,-34.0363,23.0471,22.06,50,100,2.88,ZA,1700375718
541,warrenpoint,54.0995,-6.2509,11.16,90,100,5.49,GB,1700375744
542,fuerte olimpo,-21.0415,-57.8738,28.41,60,100,1.06,PY,1700375744
543,houghton,47.1219,-88.569,1.86,82,75,2.57,US,1700375744
544,olinda,-8.0089,-34.8553,26.85,78,40,3.09,BR,1700375745
545,ulsteinvik,62.3432,5.8487,5.42,62,100,4.02,NO,1700375745
546,soufriere,13.8562,-61.0566,27.78,83,20,8.23,LC,1700375745
547,iwanai,42.9744,140.5089,7.91,72,99,6.55,JP,1700375742
548,pendleton,45.6721,-118.7886,2.78,93,100,0.0,US,1700375746
549,ceerigaabo,10.6162,47.368,19.44,66,23,1.92,SO,1700375746
550,saint-laurent-du-maroni,5.5039,-54.0289,23.49,99,37,0.9,GF,1700375522
